home_team,away_team,home_team_score,away_team_score,game_date,stadium,public,ref,yellow_cards_home,red_cards_home,gols_home,yellow_cards_away,red_cards_away,gols_away,sec_card_home,sec_card_away,link
Botafogo FR,Santos FC Sao Paulo,3,0,10 de novembro de 2022 20:00,Estádio Nilton Santos,28.130,Braulio da Silva Machado,"[{""player"": ""Gabriel Appelt Pires"", ""minute"": ""52'""}, {""player"": ""Hugo Gon\u00e7alves Ferreira Neto"", ""minute"": ""68'""}]",[],"[{""player"": ""Lucas Fernandes da Silva"", ""minute"": ""10'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Lucas Fernandes da Silva"", ""minute"": ""53'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Francisco das Chagas Soares dos Santos"", ""minute"": ""70'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Horacio Gabriel Carabajal"", ""minute"": ""15'""}, {""player"": ""Eduardo Gabriel dos Santos Bauermann"", ""minute"": ""31'""}, {""player"": ""Rodrigo Fern\u00e1ndez Cedr\u00e9s"", ""minute"": ""48'""}, {""player"": ""Guilherme de Aguiar Camacho"", ""minute"": ""56'""}]","[{""player"": ""Eduardo Gabriel dos Santos Bauermann"", ""minute"": ""90+3'""}]",[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3vxmvpjg564on61t5w3gt2y38
Clube Atlético Mineiro,Cuiabá EC,3,0,10 de novembro de 2022 20:00,Mineirão,28.824,Bruno Arleu de Araújo,"[{""player"": ""Marcos da Silva Fran\u00e7a"", ""minute"": ""68'""}]",[],"[{""player"": ""Marcos da Silva Fran\u00e7a"", ""minute"": ""4'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Marcos da Silva Fran\u00e7a"", ""minute"": ""45'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Eduardo Jes\u00fas Vargas Rojas"", ""minute"": ""56'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Deyverson Brum Silva Acosta"", ""minute"": ""28'""}, {""player"": ""Igor Aquino da Silva"", ""minute"": ""57'""}, {""player"": ""Alan Pereira Empereur"", ""minute"": ""79'""}, {""player"": ""Denilson Alves Borges"", ""minute"": ""90+2'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3vjkgmp8j5g09t3gxygl2yi38
SE Palmeiras,América FC (Minas Gerais),2,1,9 de novembro de 2022 21:30,Allianz Parque,28.721,Sávio Pereira Sampaio,"[{""player"": ""Marcos Luis Rocha Aquino"", ""minute"": ""48'""}, {""player"": ""Jos\u00e9 Rafael Vivian"", ""minute"": ""68'""}, {""player"": ""Mayke Rocha de Oliveira"", ""minute"": ""84'""}, {""player"": ""Gustavo Ra\u00fal G\u00f3mez Portillo"", ""minute"": ""90+1'""}]",[],"[{""player"": ""Gustavo Henrique Furtado Scarpa"", ""minute"": ""42'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Murilo Cerqueira Paim"", ""minute"": ""81'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Mart\u00edn Nicol\u00e1s Ben\u00edtez"", ""minute"": ""41'""}, {""player"": ""Ad\u00edlson dos Anjos Oliveira"", ""minute"": ""42'""}]",[],"[{""player"": ""Mart\u00edn Nicol\u00e1s Ben\u00edtez"", ""minute"": ""15'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3vu5vy8ig3ozem4nksorj493o
EC Juventude,CR Flamengo,2,2,9 de novembro de 2022 21:30,Alfredo Jaconi,5.231,Rodrigo José Pereira de Lima,"[{""player"": ""Felipe Augusto Rodrigues Pires"", ""minute"": ""10'""}, {""player"": ""Jo\u00e3o Victor da Vit\u00f3ria Fernandes"", ""minute"": ""29'""}, {""player"": ""J\u00e1dson Alves dos Santos"", ""minute"": ""31'""}, {""player"": ""Vitor Mendes Alves"", ""minute"": ""50'""}, {""player"": ""Jean Carlos de Souza Irmer"", ""minute"": ""69'""}, {""player"": ""Francisco Hyun-Sol Kim"", ""minute"": ""78'""}, {""player"": ""Paulo Henrique de Oliveira Alves"", ""minute"": ""90+4'""}]",[],"[{""player"": ""Paulo Henrique de Oliveira Alves"", ""minute"": ""36'"", ""cont"": 0, ""penal"": 0}, {""player"": ""J\u00e1dson Alves dos Santos"", ""minute"": ""43'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Jo\u00e3o Victor Gomes da Silva"", ""minute"": ""8'""}, {""player"": ""Ayrton Lucas Dantas de Medeiros"", ""minute"": ""39'""}, {""player"": ""Mateus Dias Lima"", ""minute"": ""83'""}]",[],"[{""player"": ""Matheus Fran\u00e7a Silva"", ""minute"": ""1'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Werton de Almeida R\u00eago"", ""minute"": ""90+1'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3w1250cvh5wvlotyoa7qw1hck
Atlético Goianiense,Club Athletico Paranaense,1,1,9 de novembro de 2022 21:30,Estádio Antônio Accioly,4.185,Jean Pierre Goncalves Lima,"[{""player"": ""Gabriel Baralhas dos Santos"", ""minute"": ""64'""}]",[],"[{""player"": ""Shaylon Kallyson Cardozo"", ""minute"": ""51'"", ""cont"": 0, ""penal"": 0}]",[],[],"[{""player"": ""Miguel David Terans P\u00e9rez"", ""minute"": ""61'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3w7s3g35lyygsilc7d8r6meqc
Fortaleza EC,Red Bull Bragantino,6,0,9 de novembro de 2022 20:30,Castelão,38.268,Ramon Abatti,"[{""player"": ""Jos\u00e9 Welison da Silva"", ""minute"": ""48'""}]",[],"[{""player"": ""Jos\u00e9 Welison da Silva"", ""minute"": ""26'"", ""cont"": 0, ""penal"": 0}, {""player"": ""H\u00e9rcules Pereira do Nascimento"", ""minute"": ""37'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Pedro Rocha Neves"", ""minute"": ""42'"", ""cont"": 0, ""penal"": 1}, {""player"": ""Silvio Ezequiel Romero"", ""minute"": ""45'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Silvio Ezequiel Romero"", ""minute"": ""57'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Thiago Galhardo do Nascimento Rocha"", ""minute"": ""90'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Natan Bernardo de Souza"", ""minute"": ""15'""}, {""player"": ""Werik Silva Pinto"", ""minute"": ""40'""}, {""player"": ""Marcos Vinicios Lopes Moura"", ""minute"": ""44'""}, {""player"": ""Jadsom Meemyas de Oliveira da Silva"", ""minute"": ""55'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3w4bty0d6zwtlnz0nxx36dpuc
Fluminense FC,Goiás EC,3,0,9 de novembro de 2022 19:00,Estádio Jornalista Mário Filho (Maracanã),35.410,Paulo Cesar Zanovelli da Silva,"[{""player"": ""Paulo Henrique Chagas de Lima"", ""minute"": ""45+2'""}, {""player"": ""Fernando Diniz"", ""minute"": ""45+2'""}, {""player"": ""Samuel Xavier Brito"", ""minute"": ""49'""}, {""player"": ""Wellington Aparecido Martins"", ""minute"": ""84'""}]",[],"[{""player"": ""Germ\u00e1n Ezequiel Cano"", ""minute"": ""78'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Alan Douglas Borges de Carvalho"", ""minute"": ""83'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Michel Daryl Ara\u00fajo Villar"", ""minute"": ""90'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Pedro Ra\u00fal Garay da Silva"", ""minute"": ""45'""}, {""player"": ""Ada\u00edlson Freire Pereira da Silva"", ""minute"": ""45+2'""}]","[{""player"": ""Fellipe Ramos Ignez Bastos"", ""minute"": ""87'""}]",[],[],"[{""player"": ""Ada\u00edlson Freire Pereira da Silva"", ""minute"": ""51'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3vmys78eezfbr3bo0khppe0b8
Coritiba FBC,SC Corinthians Paulista,2,2,9 de novembro de 2022 19:00,Couto Pereira,28.819,Marcelo de Lima Henrique,"[{""player"": ""Gabriel Vasconcelos Ferreira"", ""minute"": ""25'""}, {""player"": ""Rafael Lucas Cardoso dos Santos"", ""minute"": ""61'""}, {""player"": ""Jhon Carlos Chancellor Cede\u00f1o"", ""minute"": ""86'""}, {""player"": ""Bruno Gomes da Silva Clevel\u00e1rio"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Alef Mangueira Severino Pereira"", ""minute"": ""10'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Alef Mangueira Severino Pereira"", ""minute"": ""37'"", ""cont"": 0, ""penal"": 1}]","[{""player"": ""R\u00f3ger Krug Guedes"", ""minute"": ""9'""}, {""player"": ""V\u00edtor Pereira"", ""minute"": ""35'""}, {""player"": ""Fausto Mariano Vera"", ""minute"": ""36'""}, {""player"": ""C\u00e1ssio Ramos"", ""minute"": ""37'""}, {""player"": ""Mateus da Silva Vital Assump\u00e7\u00e3o"", ""minute"": ""53'""}, {""player"": ""Yuri Alberto Monteiro da Silva"", ""minute"": ""90+3'""}]","[{""player"": ""Bruno M\u00e9ndez Cittadini"", ""minute"": ""38'""}, {""player"": ""V\u00edtor Pereira"", ""minute"": ""39'""}]","[{""player"": ""Eduardo Santos Queiroz"", ""minute"": ""30'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Yuri Alberto Monteiro da Silva"", ""minute"": ""49'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3wemvnle220uehwdyww82znys
Avai FC,Ceará SC,2,0,9 de novembro de 2022 19:00,Ressacada,2.025,Luiz Flávio de Oliveira,"[{""player"": ""Pablo Dyego da Silva Rosa"", ""minute"": ""37'""}, {""player"": ""Victor Julio Alves de Paula"", ""minute"": ""37'""}, {""player"": ""M\u00e1rcio Ant\u00f4nio de Sousa J\u00fanior"", ""minute"": ""47'""}, {""player"": ""Mateus Ferreira"", ""minute"": ""90+2'""}]",[],"[{""player"": ""Natanael Batista Pimenta"", ""minute"": ""49'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Mateus Ferreira"", ""minute"": ""90+1'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Luiz Ot\u00e1vio Anacleto Leandro"", ""minute"": ""23'""}, {""player"": ""Richard C\u00e2ndido Coelho"", ""minute"": ""51'""}, {""player"": ""Richardson Fernandes dos Santos"", ""minute"": ""75'""}, {""player"": ""David Ricardo Loiola da Silva"", ""minute"": ""81'""}, {""player"": ""Erick de Arruda Serafim"", ""minute"": ""90'""}]",[],[],[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3wb90r2193qptuumopq8tzv9w
São Paulo FC,SC Internacional,0,1,8 de novembro de 2022 21:30,Morumbi,19.692,Wagner do Nascimento Magalhaes,"[{""player"": ""Rodrigo Nestor Bertalia"", ""minute"": ""24'""}, {""player"": ""Luiz Gustavo Oliveira da Silva"", ""minute"": ""45'""}, {""player"": ""Andr\u00e9 Anderson Pomilio Lima da Silva Costa"", ""minute"": ""81'""}, {""player"": ""Patrick Bezerra do Nascimento"", ""minute"": ""90+7'""}]",[],[],"[{""player"": ""Alan Patrick Louren\u00e7o"", ""minute"": ""6'""}, {""player"": ""Rodrigo Modesto da Silva Moledo"", ""minute"": ""41'""}, {""player"": ""David Corr\u00eaa da Fonseca"", ""minute"": ""57'""}, {""player"": ""Vitor Eduardo da Silva Matos"", ""minute"": ""64'""}, {""player"": ""Alexandre Zurawski"", ""minute"": ""66'""}]",[],"[{""player"": ""Maur\u00edcio Magalh\u00e3es Prado"", ""minute"": ""21'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3vqoz6gy7h6ixmhrom1z0nl04
Clube Atlético Mineiro,Botafogo FR,0,2,7 de novembro de 2022 20:00,Mineirão,31.160,Leandro Pedro Vuaden,"[{""player"": ""R\u00e9ver Humberto Alves de Ara\u00fajo"", ""minute"": ""45+2'""}, {""player"": ""Allan Rodrigues de Souza"", ""minute"": ""80'""}]",[],[],"[{""player"": ""Fernando Mar\u00e7al de Oliveira"", ""minute"": ""45+2'""}, {""player"": ""Patrick de Paula Carreiro"", ""minute"": ""45+5'""}, {""player"": ""Lucas Estella Perri"", ""minute"": ""69'""}, {""player"": ""Gabriel Appelt Pires"", ""minute"": ""90+5'""}, {""player"": ""Jo\u00e3o Victor Santos S\u00e1"", ""minute"": ""90+5'""}]",[],"[{""player"": ""Jo\u00e3o Victor Santos S\u00e1"", ""minute"": ""76'"", ""cont"": 0, ""penal"": 0}, {""player"": ""Francisco das Chagas Soares dos Santos"", ""minute"": ""84'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3uicy8ggt1gield68npe4uvbo
Cuiabá EC,SE Palmeiras,1,1,6 de novembro de 2022 18:30,Arena Pantanal,22.448,Braulio da Silva Machado,"[{""player"": ""Marllon Gon\u00e7alves Jer\u00f4nimo Borges"", ""minute"": ""40'""}, {""player"": ""Ant\u00f3nio Oliveira"", ""minute"": ""45+3'""}, {""player"": ""Andr\u00e9 Lu\u00eds da Costa Alfredo"", ""minute"": ""63'""}]","[{""player"": ""Ant\u00f3nio Oliveira"", ""minute"": ""45+3'""}]","[{""player"": ""Jonathan Renato Barbosa"", ""minute"": ""6'"", ""cont"": 0, ""penal"": 0}]",[],[],"[{""player"": ""Jos\u00e9 Manuel Alberto L\u00f3pez"", ""minute"": ""75'"", ""cont"": 0, ""penal"": 0}]",[],[],https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3vcvhsw6t7czkp5d8e4us7aqc
Fortaleza EC,Atlético Goianiense,1,1,6 de novembro de 2022 16:00,Castelão,44.810,Luiz Flávio de Oliveira,"[{""player"": ""Marcelo da Concei\u00e7\u00e3o Benevenuto Malaquias"", ""minute"": ""78'""}, {""player"": ""Luis Ant\u00f4nio da Rocha J\u00fanior"", ""minute"": ""90+5'""}]",[],"[{""player"": ""R\u00f3mulo Otero V\u00e1squez"", ""minute"": ""58'"", ""cont"": 0, ""penal"": 0}]","[{""player"": ""Willian Marlon Ferreira Moraes"", ""minute"": ""20'""}, {""player"": ""Jefferson Junio Ant\u00f4nio da Silva"", ""minute"": ""56'""}, {""player"": ""Edson Fernando da Silva Gomes"", ""minute"": ""56'""}, {""player"": ""Luiz Fernando Moraes dos Santos"", ""minute"": ""75'""}, {""player"": ""Leonardo Augusto dos Santos Pereira"", ""minute"": ""89'""}]",[],"[{""player"": ""Luiz Fernando Moraes dos Santos"", ""minute"": ""17'"", ""cont"": 0, ""penal"": 0}]",[],"[{""player"": ""Luiz Fernando Moraes dos Santos"", ""minute"": ""75'""}]",https://optaplayerstats.statsperform.com/pt_BR/soccer/brasileir%C3%A3o-s%C3%A9rie-a-2022/css9eoc46vca8gkmv5z7603ys/match/view/3v3zpt3altqwwj3ftydp7qqz8
